step,iteration,ep,ep_len,reward,loss,pg_loss,vf_loss,entropy,kl,explained_var,clip_frac,lr,fps,n_dyn_imaged_ep,n_dyn_detected_ep,battery_end_pct
117216,257,347,371,95.5013,0.02913,-0.00442,0.02746,-0.0178,0.000794,0.1359,0.00599,0.00025,3,39,40,100.0
117504,258,348,413,111.7357,0.0996,-0.00516,0.06924,-0.0707,0.002848,-0.0061,0.01823,0.00025,2,45,46,98.5
117792,259,348,413,111.7357,0.0343,-0.00278,0.01739,-0.0316,0.001548,-0.0001,0.01016,0.00025,2,45,46,98.5
118080,260,349,450,68.7794,0.06194,-0.0052,0.02251,-0.0331,0.001288,0.0755,0.01319,0.00025,4,45,45,100.0
118368,261,350,1,-4.0,0.05795,-0.01157,0.04265,-0.1695,0.011268,0.0573,0.10252,0.00025,3,47,47,99.4
118656,262,351,421,105.1061,0.12364,-0.00752,0.06454,-0.0713,0.003237,0.2296,0.02352,0.00025,2,42,42,99.4
118944,263,351,421,105.1061,0.14621,-0.00767,0.07782,-0.0691,0.001548,0.1948,0.01536,0.00025,4,42,42,99.4
119232,264,352,407,110.5028,0.11464,-0.0098,0.06693,-0.0802,0.0016,0.1754,0.01606,0.00025,3,46,46,95.0
119520,265,353,339,53.9304,0.01998,-0.00675,0.01506,-0.0347,0.001592,0.1375,0.01424,0.00025,3,42,42,100.0
119808,266,353,339,53.9304,0.01456,-0.0031,0.0202,-0.0221,0.000685,0.2515,0.00677,0.00025,2,42,42,100.0
120096,267,354,490,75.0518,0.03683,-0.00723,0.02947,-0.0298,0.034412,0.2711,0.01701,0.00025,2,60,60,94.0
120384,268,355,453,120.0784,0.04922,-0.00522,0.04001,-0.0712,0.003226,0.1785,0.01424,0.00025,3,48,48,100.0
120672,269,355,453,120.0784,0.07636,-0.00572,0.03087,-0.0209,0.002981,-0.1981,0.01042,0.00025,2,48,48,100.0
120960,270,356,1,-4.0,0.03406,-0.00567,0.04976,-0.0473,0.000945,0.045,0.00894,0.00025,3,53,53,100.0
121248,271,356,1,-4.0,0.03526,-0.00384,0.0447,-0.0311,0.001163,-0.0558,0.00677,0.00025,3,53,53,100.0
121536,272,357,479,119.9677,0.13796,-0.01207,0.06968,-0.0884,0.002423,0.0584,0.02517,0.00025,3,53,53,100.0
121824,273,358,1,-4.0,0.06177,-0.0069,0.04952,-0.041,0.001148,0.1664,0.01068,0.00025,2,41,42,96.9
122112,274,359,370,103.9333,0.09324,-0.00158,0.05172,-0.0316,0.001887,0.0636,0.00964,0.00025,2,41,42,92.8
122400,275,359,370,103.9333,0.12576,-0.00063,0.05772,-0.0619,0.037549,0.2764,0.01241,0.00025,3,41,42,92.8
122688,276,360,411,73.0394,0.03178,-0.00985,0.0351,-0.033,0.001785,-0.054,0.01354,0.00025,2,55,56,99.6
122976,277,361,378,48.5208,0.02807,-0.00265,0.02034,-0.0137,0.000453,0.1401,0.0033,0.00025,2,40,41,100.0
123264,278,361,378,48.5208,0.07825,-0.00466,0.03629,-0.0261,0.001623,-0.0095,0.00694,0.00025,2,40,41,100.0
123552,279,362,508,103.3662,0.00879,-0.00374,0.00892,-0.0204,0.00328,0.2629,0.00955,0.00025,4,49,49,100.0
123840,280,363,432,103.7016,0.07029,-0.00543,0.03295,-0.0561,0.00253,0.0359,0.01571,0.00025,2,46,46,100.0
124128,281,363,432,103.7016,0.0284,-0.00195,0.02732,-0.0203,0.001214,-0.0889,0.01068,0.00025,2,46,46,100.0
124416,282,364,529,68.7407,0.03933,-0.00523,0.02517,-0.023,0.001135,0.0334,0.0079,0.00025,3,52,53,100.0
124704,283,364,529,68.7407,0.11191,-0.00638,0.03807,-0.02,0.001773,-0.0228,0.00668,0.00025,4,52,53,100.0
124992,284,365,460,79.2707,0.04021,-0.00555,0.03418,-0.0549,0.003616,-0.0437,0.01875,0.00025,5,59,59,96.0
