time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,sigma0,sigma1,sigma2,cx,cy,cz,battery_pct,action_name,action_idx
13990.0,1760375.584,4533522.163,5113043.809,3363.104,4412.345,-5068.471,-0.745737,0.364947,-0.105533,0.382307,-0.177151,-0.906895,99.52,Illizi,29
13991.0,1763708.229,4537856.784,5107889.156,3361.055,4407.139,-5074.188,-0.746229,0.365270,-0.105599,0.381031,-0.177479,-0.907368,99.52,Illizi,29
13992.0,1767040.873,4542191.405,5102734.502,3359.005,4401.933,-5079.904,-0.746721,0.365594,-0.105665,0.379755,-0.177807,-0.907839,99.52,Illizi,29
13993.0,1770373.518,4546526.026,5097579.849,3356.956,4396.726,-5085.621,-0.747213,0.365918,-0.105730,0.378477,-0.178134,-0.908308,99.52,Illizi,29
13994.0,1773706.163,4550860.648,5092425.196,3354.906,4391.520,-5091.337,-0.747704,0.366242,-0.105796,0.377199,-0.178461,-0.908775,99.52,Illizi,29
13995.0,1777038.807,4555195.269,5087270.543,3352.856,4386.314,-5097.053,-0.748196,0.366566,-0.105862,0.375920,-0.178788,-0.909241,99.52,Illizi,29
13996.0,1780371.452,4559529.890,5082115.889,3350.807,4381.107,-5102.770,-0.748688,0.366890,-0.105928,0.374640,-0.179114,-0.909705,99.52,Illizi,29
13997.0,1783704.097,4563864.511,5076961.236,3348.757,4375.901,-5108.486,-0.749180,0.367214,-0.105993,0.373359,-0.179440,-0.910167,99.52,Illizi,29
13998.0,1787036.741,4568199.133,5071806.583,3346.708,4370.695,-5114.203,-0.749672,0.367538,-0.106059,0.372078,-0.179766,-0.910628,99.52,Illizi,29
13999.0,1790369.386,4572533.754,5066651.930,3344.658,4365.488,-5119.919,-0.750164,0.367861,-0.106125,0.370795,-0.180091,-0.911086,99.52,Illizi,29
14000.0,1793702.031,4576868.375,5061497.276,3342.609,4360.282,-5125.635,-0.750656,0.368185,-0.106190,0.369512,-0.180416,-0.911543,99.52,Illizi,29
14001.0,1797034.676,4581202.996,5056342.623,3340.559,4355.076,-5131.352,-0.751148,0.368509,-0.106256,0.368229,-0.180741,-0.911998,99.52,Illizi,29
14002.0,1800367.320,4585537.618,5051187.970,3338.509,4349.870,-5137.068,-0.751639,0.368833,-0.106322,0.366944,-0.181065,-0.912451,99.52,Illizi,29
14003.0,1803699.965,4589872.239,5046033.317,3336.460,4344.663,-5142.784,-0.752131,0.369157,-0.106387,0.365659,-0.181389,-0.912903,99.52,Illizi,29
14004.0,1807032.610,4594206.860,5040878.663,3334.410,4339.457,-5148.501,-0.752623,0.369481,-0.106453,0.364373,-0.181713,-0.913352,99.52,Illizi,29
14005.0,1810365.254,4598541.481,5035724.010,3332.361,4334.251,-5154.217,-0.753115,0.369805,-0.106519,0.363087,-0.182036,-0.913800,99.52,Illizi,29
14006.0,1813697.899,4602876.102,5030569.357,3330.311,4329.044,-5159.934,-0.753607,0.370129,-0.106584,0.361799,-0.182359,-0.914247,99.52,Illizi,29
14007.0,1817030.544,4607210.724,5025414.704,3328.262,4323.838,-5165.650,-0.754099,0.370452,-0.106650,0.360511,-0.182681,-0.914691,99.52,Illizi,29
14008.0,1820363.188,4611545.345,5020260.050,3326.212,4318.632,-5171.366,-0.754591,0.370776,-0.106716,0.359222,-0.183003,-0.915133,99.52,Illizi,29
14009.0,1823695.833,4615879.966,5015105.397,3324.162,4313.426,-5177.083,-0.755082,0.371100,-0.106781,0.357933,-0.183325,-0.915574,99.52,Illizi,29
14010.0,1827028.478,4620214.587,5009950.744,3322.113,4308.219,-5182.799,-0.755574,0.371424,-0.106847,0.356643,-0.183646,-0.916013,99.52,Illizi,29
14011.0,1830361.122,4624549.209,5004796.090,3320.063,4303.013,-5188.515,-0.756066,0.371748,-0.106913,0.355352,-0.183967,-0.916450,99.52,Illizi,29
14012.0,1833693.767,4628883.830,4999641.437,3318.014,4297.807,-5194.232,-0.756558,0.372072,-0.106978,0.354061,-0.184288,-0.916885,99.52,Illizi,29
14013.0,1837026.412,4633218.451,4994486.784,3315.964,4292.600,-5199.948,-0.757050,0.372396,-0.107044,0.352768,-0.184608,-0.917319,99.52,Illizi,29
14014.0,1840359.056,4637553.072,4989332.131,3313.915,4287.394,-5205.665,-0.757542,0.372719,-0.107110,0.351476,-0.184928,-0.917751,99.52,Illizi,29
14015.0,1843691.701,4641887.694,4984177.477,3311.865,4282.188,-5211.381,-0.758034,0.373043,-0.107176,0.350182,-0.185248,-0.918181,99.52,Illizi,29
14016.0,1847024.346,4646222.315,4979022.824,3309.815,4276.981,-5217.097,-0.758526,0.373367,-0.107241,0.348888,-0.185567,-0.918609,99.52,Illizi,29
14017.0,1850356.990,4650556.936,4973868.171,3307.766,4271.775,-5222.814,-0.759017,0.373691,-0.107307,0.347594,-0.185886,-0.919035,99.52,Illizi,29
14018.0,1853689.635,4654891.557,4968713.518,3305.716,4266.569,-5228.530,-0.759509,0.374015,-0.107373,0.346298,-0.186204,-0.919459,99.52,Illizi,29
14019.0,1857022.280,4659226.178,4963558.864,3303.667,4261.363,-5234.247,-0.760001,0.374339,-0.107438,0.345002,-0.186522,-0.919882,99.52,Illizi,29
14020.0,1860354.924,4663560.800,4958404.211,3301.617,4256.156,-5239.963,-0.760493,0.374663,-0.107504,0.343706,-0.186840,-0.920303,99.52,Illizi,29
14020.0,1860354.924,4663560.800,4958404.211,3301.617,4256.156,-5239.963,-0.760493,0.374663,-0.107504,0.343706,-0.186840,-0.920303,99.52,Illizi,29
14021.0,1863624.389,4667737.035,4953080.712,3299.455,4250.804,-5245.502,-0.761053,0.375034,-0.107583,0.342254,-0.187197,-0.920771,99.52,Illizi,29
14022.0,1866893.853,4671913.271,4947757.213,3297.293,4245.453,-5251.041,-0.761613,0.375406,-0.107663,0.340801,-0.187554,-0.921237,99.52,Illizi,29
14023.0,1870163.317,4676089.506,4942433.715,3295.131,4240.101,-5256.580,-0.762173,0.375777,-0.107742,0.339347,-0.187910,-0.921701,99.52,Illizi,29
14024.0,1873432.781,4680265.742,4937110.216,3292.969,4234.749,-5262.119,-0.762733,0.376149,-0.107822,0.337892,-0.188266,-0.922163,99.52,Illizi,29
14025.0,1876702.245,4684441.977,4931786.717,3290.807,4229.397,-5267.658,-0.763293,0.376521,-0.107901,0.336437,-0.188621,-0.922623,99.52,Illizi,29
14026.0,1879971.709,4688618.213,4926463.218,3288.644,4224.045,-5273.197,-0.763854,0.376892,-0.107981,0.334980,-0.188976,-0.923080,99.52,Illizi,29
14027.0,1883241.174,4692794.449,4921139.719,3286.482,4218.693,-5278.736,-0.764414,0.377264,-0.108060,0.333523,-0.189330,-0.923535,99.52,Illizi,29
14028.0,1886510.638,4696970.684,4915816.220,3284.320,4213.341,-5284.275,-0.764974,0.377635,-0.108140,0.332064,-0.189684,-0.923988,99.52,Illizi,29
14029.0,1889780.102,4701146.920,4910492.721,3282.158,4207.990,-5289.814,-0.765534,0.378007,-0.108219,0.330605,-0.190038,-0.924438,99.52,Illizi,29
14030.0,1893049.566,4705323.155,4905169.223,3279.996,4202.638,-5295.353,-0.766094,0.378379,-0.108299,0.329145,-0.190391,-0.924886,99.52,Illizi,29
14031.0,1896319.030,4709499.391,4899845.724,3277.834,4197.286,-5300.892,-0.766654,0.378750,-0.108379,0.327684,-0.190743,-0.925332,99.52,Illizi,29
14032.0,1899588.494,4713675.626,4894522.225,3275.672,4191.934,-5306.431,-0.767214,0.379122,-0.108458,0.326222,-0.191095,-0.925776,99.52,Illizi,29
14033.0,1902857.959,4717851.862,4889198.726,3273.510,4186.582,-5311.970,-0.767774,0.379493,-0.108538,0.324760,-0.191447,-0.926218,99.52,Illizi,29
14034.0,1906127.423,4722028.098,4883875.227,3271.348,4181.230,-5317.509,-0.768334,0.379865,-0.108617,0.323296,-0.191798,-0.926657,99.52,Illizi,29
14035.0,1909396.887,4726204.333,4878551.728,3269.185,4175.878,-5323.048,-0.768894,0.380237,-0.108697,0.321832,-0.192149,-0.927094,99.52,Illizi,29
14036.0,1912666.351,4730380.569,4873228.230,3267.023,4170.526,-5328.587,-0.769455,0.380608,-0.108776,0.320367,-0.192499,-0.927528,99.52,Illizi,29
14037.0,1915935.815,4734556.804,4867904.731,3264.861,4165.175,-5334.126,-0.770015,0.380980,-0.108856,0.318901,-0.192849,-0.927961,99.52,Illizi,29
14038.0,1919205.279,4738733.040,4862581.232,3262.699,4159.823,-5339.665,-0.770575,0.381351,-0.108935,0.317435,-0.193198,-0.928391,99.52,Illizi,29
14039.0,1922474.744,4742909.275,4857257.733,3260.537,4154.471,-5345.204,-0.771135,0.381723,-0.109015,0.315968,-0.193547,-0.928819,99.52,Illizi,29
14040.0,1925744.208,4747085.511,4851934.234,3258.375,4149.119,-5350.743,-0.771695,0.382095,-0.109094,0.314500,-0.193895,-0.929244,99.52,Illizi,29
14041.0,1929013.672,4751261.746,4846610.735,3256.213,4143.767,-5356.282,-0.772255,0.382466,-0.109174,0.313031,-0.194243,-0.929667,99.52,Illizi,29
14042.0,1932283.136,4755437.982,4841287.236,3254.051,4138.415,-5361.821,-0.772815,0.382838,-0.109253,0.311561,-0.194591,-0.930088,99.52,Illizi,29
14043.0,1935552.600,4759614.218,4835963.738,3251.889,4133.063,-5367.360,-0.773375,0.383210,-0.109333,0.310091,-0.194937,-0.930507,99.52,Illizi,29
14044.0,1938822.064,4763790.453,4830640.239,3249.726,4127.712,-5372.899,-0.773935,0.383581,-0.109412,0.308620,-0.195284,-0.930923,99.52,Illizi,29
14045.0,1942091.529,4767966.689,4825316.740,3247.564,4122.360,-5378.438,-0.774495,0.383953,-0.109492,0.307149,-0.195630,-0.931337,99.52,Illizi,29
14046.0,1945360.993,4772142.924,4819993.241,3245.402,4117.008,-5383.977,-0.775055,0.384324,-0.109571,0.305676,-0.195975,-0.931749,99.52,Illizi,29
14047.0,1948630.457,4776319.160,4814669.742,3243.240,4111.656,-5389.516,-0.775616,0.384696,-0.109651,0.304203,-0.196320,-0.932158,99.52,Illizi,29
14048.0,1951899.921,4780495.395,4809346.243,3241.078,4106.304,-5395.055,-0.776176,0.385068,-0.109730,0.302730,-0.196664,-0.932565,99.52,Illizi,29
14049.0,1955169.385,4784671.631,4804022.745,3238.916,4100.952,-5400.594,-0.776736,0.385439,-0.109810,0.301255,-0.197008,-0.932970,99.52,Illizi,29
14050.0,1958438.849,4788847.867,4798699.246,3236.754,4095.600,-5406.133,-0.777296,0.385811,-0.109889,0.299781,-0.197352,-0.933372,99.52,Illizi,29
14050.0,1958438.849,4788847.867,4798699.246,3236.754,4095.600,-5406.133,-0.777296,0.385811,-0.109889,0.299781,-0.197352,-0.933372,99.52,Illizi,29
14051.0,1961641.789,4792861.430,4793212.309,3234.481,4090.108,-5411.489,-0.777947,0.386246,-0.109987,0.298099,-0.197745,-0.933828,99.52,Illizi,29
14052.0,1964844.729,4796874.994,4787725.372,3232.209,4084.616,-5416.845,-0.778598,0.386682,-0.110085,0.296416,-0.198138,-0.934280,99.52,Illizi,29
14053.0,1968047.668,4800888.558,4782238.435,3229.936,4079.124,-5422.201,-0.779250,0.387118,-0.110184,0.294731,-0.198530,-0.934729,99.52,Illizi,29
14054.0,1971250.608,4804902.122,4776751.497,3227.664,4073.632,-5427.557,-0.779901,0.387553,-0.110282,0.293046,-0.198922,-0.935176,99.52,Illizi,29
14055.0,1974453.548,4808915.685,4771264.560,3225.391,4068.140,-5432.913,-0.780552,0.387989,-0.110380,0.291360,-0.199313,-0.935619,99.52,Illizi,29
14056.0,1977656.487,4812929.249,4765777.623,3223.119,4062.648,-5438.269,-0.781204,0.388424,-0.110478,0.289673,-0.199703,-0.936060,99.52,Illizi,29
14057.0,1980859.427,4816942.813,4760290.686,3220.846,4057.156,-5443.625,-0.781855,0.388860,-0.110576,0.287984,-0.200093,-0.936498,99.52,Illizi,29
14058.0,1984062.367,4820956.377,4754803.749,3218.574,4051.664,-5448.981,-0.782506,0.389296,-0.110675,0.286295,-0.200482,-0.936932,99.52,Illizi,29
14059.0,1987265.306,4824969.941,4749316.812,3216.301,4046.172,-5454.337,-0.783158,0.389731,-0.110773,0.284605,-0.200871,-0.937364,99.52,Illizi,29
14060.0,1990468.246,4828983.504,4743829.875,3214.029,4040.680,-5459.693,-0.783809,0.390167,-0.110871,0.282914,-0.201259,-0.937793,99.52,Illizi,29
14061.0,1993671.186,4832997.068,4738342.938,3211.756,4035.188,-5465.049,-0.784460,0.390603,-0.110969,0.281221,-0.201646,-0.938218,99.52,Illizi,29
14062.0,1996874.125,4837010.632,4732856.001,3209.484,4029.696,-5470.405,-0.785111,0.391038,-0.111067,0.279528,-0.202032,-0.938641,99.52,Illizi,29
14063.0,2000077.065,4841024.196,4727369.064,3207.212,4024.204,-5475.760,-0.785763,0.391474,-0.111165,0.277834,-0.202418,-0.939061,99.52,Illizi,29
14064.0,2003280.005,4845037.759,4721882.127,3204.939,4018.712,-5481.116,-0.786414,0.391909,-0.111264,0.276139,-0.202804,-0.939477,99.52,Illizi,29
14065.0,2006482.944,4849051.323,4716395.190,3202.667,4013.220,-5486.472,-0.787065,0.392345,-0.111362,0.274443,-0.203189,-0.939891,99.52,Illizi,29
14066.0,2009685.884,4853064.887,4710908.253,3200.394,4007.728,-5491.828,-0.787717,0.392781,-0.111460,0.272746,-0.203573,-0.940302,99.52,Illizi,29
14067.0,2012888.824,4857078.451,4705421.316,3198.122,4002.236,-5497.184,-0.788368,0.393216,-0.111558,0.271049,-0.203956,-0.940710,99.52,Illizi,29
14068.0,2016091.763,4861092.015,4699934.379,3195.849,3996.744,-5502.540,-0.789019,0.393652,-0.111656,0.269350,-0.204339,-0.941114,99.51,Illizi,29
14069.0,2019294.703,4865105.578,4694447.441,3193.577,3991.252,-5507.896,-0.789671,0.394087,-0.111754,0.267651,-0.204721,-0.941516,99.51,Illizi,29
14070.0,2022497.643,4869119.142,4688960.504,3191.304,3985.760,-5513.252,-0.790322,0.394523,-0.111853,0.265951,-0.205102,-0.941915,99.51,Illizi,29
14071.0,2025700.582,4873132.706,4683473.567,3189.032,3980.268,-5518.608,-0.790973,0.394959,-0.111951,0.264250,-0.205483,-0.942310,99.51,Illizi,29
14072.0,2028903.522,4877146.270,4677986.630,3186.759,3974.776,-5523.964,-0.791625,0.395394,-0.112049,0.262548,-0.205863,-0.942703,99.51,Illizi,29
14073.0,2032106.462,4881159.833,4672499.693,3184.487,3969.284,-5529.320,-0.792276,0.395830,-0.112147,0.260846,-0.206243,-0.943093,99.51,Illizi,29
14074.0,2035309.402,4885173.397,4667012.756,3182.214,3963.792,-5534.676,-0.792927,0.396266,-0.112245,0.259142,-0.206622,-0.943479,99.51,Illizi,29
14075.0,2038512.341,4889186.961,4661525.819,3179.942,3958.300,-5540.031,-0.793578,0.396701,-0.112343,0.257439,-0.207000,-0.943863,99.51,Illizi,29
14076.0,2041715.281,4893200.525,4656038.882,3177.669,3952.808,-5545.387,-0.794230,0.397137,-0.112442,0.255734,-0.207377,-0.944243,99.51,Illizi,29
14077.0,2044918.221,4897214.089,4650551.945,3175.397,3947.316,-5550.743,-0.794881,0.397572,-0.112540,0.254028,-0.207754,-0.944621,99.51,Illizi,29
14078.0,2048121.160,4901227.652,4645065.008,3173.124,3941.824,-5556.099,-0.795532,0.398008,-0.112638,0.252322,-0.208130,-0.944995,99.51,Illizi,29
14079.0,2051324.100,4905241.216,4639578.071,3170.852,3936.332,-5561.455,-0.796184,0.398444,-0.112736,0.250616,-0.208505,-0.945366,99.51,Illizi,29
14080.0,2054527.040,4909254.780,4634091.134,3168.579,3930.840,-5566.811,-0.796835,0.398879,-0.112834,0.248908,-0.208880,-0.945735,99.51,Illizi,29
14080.0,2054527.040,4909254.780,4634091.134,3168.579,3930.840,-5566.811,-0.796835,0.398879,-0.112834,0.248908,-0.208880,-0.945735,99.51,Illizi,29
14081.0,2057660.177,4913101.550,4628446.335,3166.199,3925.213,-5571.978,-0.797612,0.399403,-0.112958,0.246920,-0.209319,-0.946159,99.51,Illizi,29
14082.0,2060793.315,4916948.321,4622801.537,3163.818,3919.587,-5577.146,-0.798388,0.399927,-0.113083,0.244929,-0.209757,-0.946579,99.51,Illizi,29
14083.0,2063926.453,4920795.091,4617156.738,3161.438,3913.960,-5582.313,-0.799165,0.400451,-0.113207,0.242938,-0.210194,-0.946995,99.51,Illizi,29
14084.0,2067059.591,4924641.861,4611511.940,3159.057,3908.334,-5587.480,-0.799942,0.400975,-0.113331,0.240945,-0.210630,-0.947407,99.51,Illizi,29
14085.0,2070192.729,4928488.632,4605867.141,3156.676,3902.707,-5592.647,-0.800718,0.401499,-0.113455,0.238951,-0.211066,-0.947815,99.51,Illizi,29
14086.0,2073325.867,4932335.402,4600222.343,3154.296,3897.080,-5597.815,-0.801495,0.402023,-0.113579,0.236956,-0.211500,-0.948219,99.51,Illizi,29
14087.0,2076459.005,4936182.173,4594577.544,3151.915,3891.454,-5602.982,-0.802272,0.402547,-0.113703,0.234960,-0.211934,-0.948619,99.51,Illizi,29
14088.0,2079592.143,4940028.943,4588932.745,3149.535,3885.827,-5608.149,-0.803048,0.403071,-0.113827,0.232962,-0.212367,-0.949015,99.51,Illizi,29
14089.0,2082725.281,4943875.713,4583287.947,3147.154,3880.201,-5613.316,-0.803825,0.403596,-0.113952,0.230964,-0.212799,-0.949406,99.51,Illizi,29
14090.0,2085858.418,4947722.484,4577643.148,3144.773,3874.574,-5618.484,-0.804601,0.404120,-0.114076,0.228964,-0.213230,-0.949794,99.51,Illizi,29
14091.0,2088991.556,4951569.254,4571998.350,3142.393,3868.947,-5623.651,-0.805378,0.404644,-0.114200,0.226963,-0.213660,-0.950177,99.51,Illizi,29
14092.0,2092124.694,4955416.024,4566353.551,3140.012,3863.321,-5628.818,-0.806155,0.405168,-0.114324,0.224961,-0.214089,-0.950557,99.51,Illizi,29
14093.0,2095257.832,4959262.795,4560708.753,3137.632,3857.694,-5633.986,-0.806931,0.405692,-0.114448,0.222958,-0.214518,-0.950932,99.51,Illizi,29
14094.0,2098390.970,4963109.565,4555063.954,3135.251,3852.068,-5639.153,-0.807708,0.406216,-0.114572,0.220954,-0.214945,-0.951303,99.51,Illizi,29
14095.0,2101524.108,4966956.336,4549419.156,3132.871,3846.441,-5644.320,-0.808485,0.406740,-0.114696,0.218949,-0.215371,-0.951670,99.51,Illizi,29
14096.0,2104657.246,4970803.106,4543774.357,3130.490,3840.814,-5649.487,-0.809261,0.407264,-0.114821,0.216944,-0.215797,-0.952033,99.51,Illizi,29
14097.0,2107790.384,4974649.876,4538129.559,3128.109,3835.188,-5654.655,-0.810038,0.407788,-0.114945,0.214937,-0.216222,-0.952392,99.51,Illizi,29
14098.0,2110923.521,4978496.647,4532484.760,3125.729,3829.561,-5659.822,-0.810815,0.408312,-0.115069,0.212929,-0.216645,-0.952747,99.51,Illizi,29
14099.0,2114056.659,4982343.417,4526839.962,3123.348,3823.935,-5664.989,-0.811591,0.408836,-0.115193,0.210921,-0.217068,-0.953097,99.51,Illizi,29
14100.0,2117189.797,4986190.188,4521195.163,3120.968,3818.308,-5670.156,-0.812368,0.409360,-0.115317,0.208911,-0.217490,-0.953443,99.51,Illizi,29
14101.0,2120322.935,4990036.958,4515550.365,3118.587,3812.681,-5675.324,-0.813145,0.409884,-0.115441,0.206901,-0.217910,-0.953786,99.51,Illizi,29
14102.0,2123456.073,4993883.728,4509905.566,3116.207,3807.055,-5680.491,-0.813921,0.410408,-0.115565,0.204890,-0.218330,-0.954124,99.51,Illizi,29
14103.0,2126589.211,4997730.499,4504260.768,3113.826,3801.428,-5685.658,-0.814698,0.410932,-0.115690,0.202878,-0.218749,-0.954458,99.51,Illizi,29
14104.0,2129722.349,5001577.269,4498615.969,3111.445,3795.801,-5690.825,-0.815475,0.411456,-0.115814,0.200866,-0.219167,-0.954787,99.51,Illizi,29
14105.0,2132855.487,5005424.039,4492971.171,3109.065,3790.175,-5695.993,-0.816251,0.411980,-0.115938,0.198853,-0.219584,-0.955113,99.51,Illizi,29
14106.0,2135988.625,5009270.810,4487326.372,3106.684,3784.548,-5701.160,-0.817028,0.412504,-0.116062,0.196839,-0.220000,-0.955434,99.51,Illizi,29
14107.0,2139121.762,5013117.580,4481681.574,3104.304,3778.922,-5706.327,-0.817805,0.413028,-0.116186,0.194824,-0.220415,-0.955752,99.51,Illizi,29
14108.0,2142254.900,5016964.351,4476036.775,3101.923,3773.295,-5711.495,-0.818581,0.413552,-0.116310,0.192809,-0.220829,-0.956065,99.51,Illizi,29
14109.0,2145388.038,5020811.121,4470391.977,3099.543,3767.668,-5716.662,-0.819358,0.414076,-0.116434,0.190793,-0.221241,-0.956373,99.51,Illizi,29
14110.0,2148521.176,5024657.891,4464747.178,3097.162,3762.042,-5721.829,-0.820135,0.414600,-0.116558,0.188777,-0.221653,-0.956678,99.51,Illizi,29
14110.0,2148521.176,5024657.891,4464747.178,3097.162,3762.042,-5721.829,-0.820135,0.414600,-0.116558,0.188777,-0.221653,-0.956678,99.51,Illizi,29
14111.0,2151581.305,5028333.916,4458950.259,3094.676,3756.286,-5726.802,-0.821089,0.415250,-0.116720,0.186369,-0.222149,-0.957035,99.51,Illizi,29
14112.0,2154641.434,5032009.940,4453153.339,3092.189,3750.531,-5731.776,-0.822044,0.415901,-0.116882,0.183960,-0.222642,-0.957387,99.51,Illizi,29
14113.0,2157701.563,5035685.964,4447356.420,3089.703,3744.775,-5736.749,-0.822998,0.416551,-0.117043,0.181549,-0.223135,-0.957732,99.51,Illizi,29
14114.0,2160761.692,5039361.989,4441559.501,3087.217,3739.020,-5741.722,-0.823953,0.417201,-0.117205,0.179136,-0.223626,-0.958072,99.51,Illizi,29
14115.0,2163821.821,5043038.013,4435762.581,3084.731,3733.264,-5746.695,-0.824907,0.417852,-0.117366,0.176723,-0.224116,-0.958405,99.51,Illizi,29
14116.0,2166881.950,5046714.037,4429965.662,3082.244,3727.509,-5751.669,-0.825862,0.418502,-0.117528,0.174308,-0.224605,-0.958733,99.51,Illizi,29
14117.0,2169942.079,5050390.062,4424168.743,3079.758,3721.753,-5756.642,-0.826816,0.419153,-0.117689,0.171891,-0.225092,-0.959055,99.51,Illizi,29
14118.0,2173002.208,5054066.086,4418371.823,3077.272,3715.998,-5761.615,-0.827771,0.419803,-0.117851,0.169473,-0.225578,-0.959371,99.51,Illizi,29
14119.0,2176062.337,5057742.110,4412574.904,3074.785,3710.242,-5766.588,-0.828725,0.420453,-0.118012,0.167054,-0.226063,-0.959681,99.51,Illizi,29
14120.0,2179122.465,5061418.135,4406777.985,3072.299,3704.487,-5771.561,-0.829680,0.421104,-0.118174,0.164634,-0.226546,-0.959986,99.51,Illizi,29
14121.0,2182182.594,5065094.159,4400981.065,3069.813,3698.731,-5776.535,-0.830634,0.421754,-0.118335,0.162212,-0.227028,-0.960284,99.51,Illizi,29
14122.0,2185242.723,5068770.183,4395184.146,3067.327,3692.976,-5781.508,-0.831589,0.422404,-0.118497,0.159790,-0.227509,-0.960576,99.51,Illizi,29
14123.0,2188302.852,5072446.208,4389387.227,3064.840,3687.220,-5786.481,-0.832543,0.423055,-0.118658,0.157366,-0.227988,-0.960863,99.51,Illizi,29
14124.0,2191362.981,5076122.232,4383590.307,3062.354,3681.465,-5791.454,-0.833498,0.423705,-0.118820,0.154942,-0.228466,-0.961143,99.51,Illizi,29
14125.0,2194423.110,5079798.256,4377793.388,3059.868,3675.709,-5796.428,-0.834452,0.424355,-0.118981,0.152516,-0.228942,-0.961418,99.51,Illizi,29
14126.0,2197483.239,5083474.281,4371996.469,3057.382,3669.954,-5801.401,-0.835407,0.425006,-0.119143,0.150089,-0.229417,-0.961687,99.51,Illizi,29
14127.0,2200543.368,5087150.305,4366199.549,3054.895,3664.198,-5806.374,-0.836361,0.425656,-0.119304,0.147662,-0.229890,-0.961949,99.51,Illizi,29
14128.0,2203603.497,5090826.329,4360402.630,3052.409,3658.443,-5811.347,-0.837316,0.426306,-0.119466,0.145233,-0.230362,-0.962206,99.51,Illizi,29
14129.0,2206663.626,5094502.354,4354605.711,3049.923,3652.687,-5816.321,-0.838270,0.426957,-0.119627,0.142804,-0.230833,-0.962457,99.51,Illizi,29
