time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,sigma0,sigma1,sigma2,cx,cy,cz,battery_pct,action_name,action_idx
13831.0,1202941.504,3770206.720,5841302.461,3629.896,5160.500,-4077.724,-0.687185,0.327171,-0.099008,0.533705,-0.134403,-0.834922,99.54,Illizi,29
13832.0,1206579.723,3775393.033,5837264.301,3628.560,5156.272,-4084.375,-0.687485,0.327361,-0.099036,0.532943,-0.134640,-0.835370,99.54,Illizi,29
13833.0,1210217.941,3780579.346,5833226.141,3627.225,5152.044,-4091.026,-0.687785,0.327551,-0.099063,0.532181,-0.134877,-0.835818,99.54,Illizi,29
13834.0,1213856.160,3785765.659,5829187.981,3625.889,5147.815,-4097.677,-0.688084,0.327741,-0.099091,0.531418,-0.135114,-0.836265,99.54,Illizi,29
13835.0,1217494.378,3790951.972,5825149.821,3624.553,5143.587,-4104.327,-0.688384,0.327931,-0.099119,0.530655,-0.135351,-0.836711,99.54,Illizi,29
13836.0,1221132.597,3796138.284,5821111.661,3623.218,5139.358,-4110.978,-0.688684,0.328120,-0.099146,0.529892,-0.135588,-0.837156,99.54,Illizi,29
13837.0,1224770.816,3801324.597,5817073.501,3621.882,5135.130,-4117.629,-0.688984,0.328310,-0.099174,0.529128,-0.135825,-0.837601,99.54,Illizi,29
13838.0,1228409.034,3806510.910,5813035.341,3620.547,5130.901,-4124.280,-0.689284,0.328500,-0.099201,0.528363,-0.136061,-0.838045,99.54,Illizi,29
13839.0,1232047.253,3811697.223,5808997.181,3619.211,5126.673,-4130.930,-0.689583,0.328690,-0.099229,0.527599,-0.136297,-0.838488,99.54,Illizi,29
13840.0,1235685.471,3816883.536,5804959.021,3617.875,5122.445,-4137.581,-0.689883,0.328879,-0.099257,0.526833,-0.136534,-0.838931,99.54,Illizi,29
13840.0,1235685.471,3816883.536,5804959.021,3617.875,5122.445,-4137.581,-0.689883,0.328879,-0.099257,0.526833,-0.136534,-0.838931,99.54,Illizi,29
13841.0,1239281.773,3821940.367,5800723.414,3616.417,5118.042,-4144.092,-0.690201,0.329082,-0.099288,0.526029,-0.136782,-0.839395,99.54,Illizi,29
13842.0,1242878.076,3826997.197,5796487.807,3614.958,5113.639,-4150.604,-0.690519,0.329284,-0.099319,0.525224,-0.137030,-0.839859,99.54,Illizi,29
13843.0,1246474.378,3832054.028,5792252.200,3613.500,5109.236,-4157.115,-0.690837,0.329487,-0.099350,0.524419,-0.137277,-0.840321,99.54,Illizi,29
13844.0,1250070.680,3837110.858,5788016.593,3612.041,5104.833,-4163.626,-0.691155,0.329689,-0.099381,0.523613,-0.137525,-0.840783,99.54,Illizi,29
13845.0,1253666.982,3842167.689,5783780.985,3610.582,5100.430,-4170.137,-0.691473,0.329891,-0.099412,0.522806,-0.137773,-0.841245,99.54,Illizi,29
13846.0,1257263.284,3847224.520,5779545.378,3609.124,5096.027,-4176.649,-0.691791,0.330094,-0.099443,0.521999,-0.138020,-0.841705,99.54,Illizi,29
13847.0,1260859.586,3852281.350,5775309.771,3607.665,5091.624,-4183.160,-0.692108,0.330296,-0.099474,0.521192,-0.138267,-0.842165,99.54,Illizi,29
13848.0,1264455.889,3857338.181,5771074.164,3606.207,5087.221,-4189.671,-0.692426,0.330499,-0.099505,0.520384,-0.138514,-0.842623,99.54,Illizi,29
13849.0,1268052.191,3862395.011,5766838.557,3604.748,5082.818,-4196.182,-0.692744,0.330701,-0.099537,0.519576,-0.138761,-0.843082,99.54,Illizi,29
13850.0,1271648.493,3867451.842,5762602.950,3603.289,5078.415,-4202.694,-0.693062,0.330903,-0.099568,0.518767,-0.139008,-0.843539,99.54,Illizi,29
13851.0,1275244.795,3872508.673,5758367.342,3601.831,5074.012,-4209.205,-0.693380,0.331106,-0.099599,0.517957,-0.139255,-0.843995,99.54,Illizi,29
13852.0,1278841.097,3877565.503,5754131.735,3600.372,5069.609,-4215.716,-0.693698,0.331308,-0.099630,0.517147,-0.139502,-0.844451,99.54,Illizi,29
13853.0,1282437.400,3882622.334,5749896.128,3598.914,5065.206,-4222.227,-0.694016,0.331511,-0.099661,0.516337,-0.139748,-0.844906,99.54,Illizi,29
13854.0,1286033.702,3887679.165,5745660.521,3597.455,5060.803,-4228.739,-0.694334,0.331713,-0.099692,0.515526,-0.139995,-0.845360,99.54,Illizi,29
13855.0,1289630.004,3892735.995,5741424.914,3595.996,5056.400,-4235.250,-0.694652,0.331916,-0.099723,0.514715,-0.140241,-0.845814,99.54,Illizi,29
13856.0,1293226.306,3897792.826,5737189.307,3594.538,5051.997,-4241.761,-0.694969,0.332118,-0.099754,0.513903,-0.140487,-0.846266,99.54,Illizi,29
13857.0,1296822.608,3902849.656,5732953.700,3593.079,5047.594,-4248.272,-0.695287,0.332320,-0.099785,0.513091,-0.140733,-0.846718,99.54,Illizi,29
13858.0,1300418.910,3907906.487,5728718.092,3591.621,5043.191,-4254.784,-0.695605,0.332523,-0.099816,0.512278,-0.140979,-0.847169,99.54,Illizi,29
13859.0,1304015.213,3912963.318,5724482.485,3590.162,5038.788,-4261.295,-0.695923,0.332725,-0.099848,0.511465,-0.141225,-0.847620,99.54,Illizi,29
13860.0,1307611.515,3918020.148,5720246.878,3588.703,5034.385,-4267.806,-0.696241,0.332928,-0.099879,0.510651,-0.141470,-0.848069,99.54,Illizi,29
13861.0,1311207.817,3923076.979,5716011.271,3587.245,5029.982,-4274.317,-0.696559,0.333130,-0.099910,0.509837,-0.141716,-0.848518,99.54,Illizi,29
13862.0,1314804.119,3928133.810,5711775.664,3585.786,5025.579,-4280.829,-0.696877,0.333333,-0.099941,0.509023,-0.141961,-0.848966,99.54,Illizi,29
13863.0,1318400.421,3933190.640,5707540.057,3584.328,5021.176,-4287.340,-0.697195,0.333535,-0.099972,0.508208,-0.142206,-0.849413,99.54,Illizi,29
13864.0,1321996.724,3938247.471,5703304.450,3582.869,5016.773,-4293.851,-0.697513,0.333737,-0.100003,0.507392,-0.142451,-0.849859,99.54,Illizi,29
13865.0,1325593.026,3943304.301,5699068.842,3581.410,5012.370,-4300.363,-0.697830,0.333940,-0.100034,0.506576,-0.142696,-0.850305,99.54,Illizi,29
13866.0,1329189.328,3948361.132,5694833.235,3579.952,5007.967,-4306.874,-0.698148,0.334142,-0.100065,0.505760,-0.142941,-0.850750,99.54,Illizi,29
13867.0,1332785.630,3953417.963,5690597.628,3578.493,5003.564,-4313.385,-0.698466,0.334345,-0.100096,0.504943,-0.143186,-0.851194,99.54,Illizi,29
13868.0,1336381.932,3958474.793,5686362.021,3577.035,4999.161,-4319.896,-0.698784,0.334547,-0.100128,0.504126,-0.143430,-0.851637,99.54,Illizi,29
13869.0,1339978.234,3963531.624,5682126.414,3575.576,4994.758,-4326.408,-0.699102,0.334749,-0.100159,0.503308,-0.143675,-0.852079,99.54,Illizi,29
13870.0,1343574.537,3968588.455,5677890.807,3574.117,4990.355,-4332.919,-0.699420,0.334952,-0.100190,0.502490,-0.143919,-0.852521,99.54,Illizi,29
13870.0,1343574.537,3968588.455,5677890.807,3574.117,4990.355,-4332.919,-0.699420,0.334952,-0.100190,0.502490,-0.143919,-0.852521,99.54,Illizi,29
13871.0,1347125.254,3973510.631,5673462.038,3572.537,4985.781,-4339.284,-0.699759,0.335169,-0.100225,0.501624,-0.144177,-0.852987,99.54,Illizi,29
13872.0,1350675.971,3978432.808,5669033.270,3570.957,4981.208,-4345.649,-0.700099,0.335387,-0.100260,0.500757,-0.144435,-0.853452,99.54,Illizi,29
13873.0,1354226.688,3983354.985,5664604.501,3569.377,4976.635,-4352.014,-0.700439,0.335605,-0.100296,0.499890,-0.144693,-0.853917,99.54,Illizi,29
13874.0,1357777.405,3988277.162,5660175.733,3567.797,4972.062,-4358.379,-0.700778,0.335822,-0.100331,0.499023,-0.144951,-0.854380,99.54,Illizi,29
13875.0,1361328.122,3993199.339,5655746.964,3566.217,4967.489,-4364.744,-0.701118,0.336040,-0.100367,0.498155,-0.145209,-0.854843,99.54,Illizi,29
13876.0,1364878.840,3998121.516,5651318.196,3564.637,4962.916,-4371.109,-0.701458,0.336257,-0.100402,0.497286,-0.145466,-0.855305,99.54,Illizi,29
13877.0,1368429.557,4003043.693,5646889.427,3563.056,4958.342,-4377.474,-0.701797,0.336475,-0.100437,0.496417,-0.145723,-0.855766,99.54,Illizi,29
13878.0,1371980.274,4007965.870,5642460.659,3561.476,4953.769,-4383.839,-0.702137,0.336693,-0.100473,0.495547,-0.145981,-0.856226,99.54,Illizi,29
13879.0,1375530.991,4012888.047,5638031.891,3559.896,4949.196,-4390.204,-0.702476,0.336910,-0.100508,0.494677,-0.146238,-0.856685,99.54,Illizi,29
13880.0,1379081.708,4017810.223,5633603.122,3558.316,4944.623,-4396.569,-0.702816,0.337128,-0.100543,0.493806,-0.146495,-0.857143,99.54,Illizi,29
13881.0,1382632.426,4022732.400,5629174.354,3556.736,4940.050,-4402.934,-0.703156,0.337346,-0.100579,0.492935,-0.146752,-0.857601,99.54,Illizi,29
13882.0,1386183.143,4027654.577,5624745.585,3555.156,4935.477,-4409.300,-0.703495,0.337563,-0.100614,0.492063,-0.147008,-0.858057,99.54,Illizi,29
13883.0,1389733.860,4032576.754,5620316.817,3553.575,4930.903,-4415.665,-0.703835,0.337781,-0.100649,0.491191,-0.147265,-0.858513,99.54,Illizi,29
13884.0,1393284.577,4037498.931,5615888.048,3551.995,4926.330,-4422.030,-0.704174,0.337998,-0.100685,0.490318,-0.147521,-0.858968,99.54,Illizi,29
13885.0,1396835.294,4042421.108,5611459.280,3550.415,4921.757,-4428.395,-0.704514,0.338216,-0.100720,0.489445,-0.147777,-0.859422,99.54,Illizi,29
13886.0,1400386.011,4047343.285,5607030.511,3548.835,4917.184,-4434.760,-0.704854,0.338434,-0.100755,0.488571,-0.148033,-0.859875,99.54,Illizi,29
13887.0,1403936.729,4052265.462,5602601.743,3547.255,4912.611,-4441.125,-0.705193,0.338651,-0.100791,0.487697,-0.148289,-0.860327,99.54,Illizi,29
13888.0,1407487.446,4057187.639,5598172.975,3545.675,4908.038,-4447.490,-0.705533,0.338869,-0.100826,0.486822,-0.148545,-0.860778,99.53,Illizi,29
13889.0,1411038.163,4062109.815,5593744.206,3544.095,4903.464,-4453.855,-0.705872,0.339086,-0.100862,0.485947,-0.148800,-0.861228,99.53,Illizi,29
13890.0,1414588.880,4067031.992,5589315.438,3542.514,4898.891,-4460.220,-0.706212,0.339304,-0.100897,0.485071,-0.149056,-0.861678,99.53,Illizi,29
13891.0,1418139.597,4071954.169,5584886.669,3540.934,4894.318,-4466.585,-0.706552,0.339522,-0.100932,0.484195,-0.149311,-0.862126,99.53,Illizi,29
13892.0,1421690.314,4076876.346,5580457.901,3539.354,4889.745,-4472.950,-0.706891,0.339739,-0.100968,0.483318,-0.149566,-0.862574,99.53,Illizi,29
13893.0,1425241.032,4081798.523,5576029.132,3537.774,4885.172,-4479.315,-0.707231,0.339957,-0.101003,0.482441,-0.149821,-0.863021,99.53,Illizi,29
13894.0,1428791.749,4086720.700,5571600.364,3536.194,4880.599,-4485.680,-0.707571,0.340174,-0.101038,0.481563,-0.150076,-0.863466,99.53,Illizi,29
13895.0,1432342.466,4091642.877,5567171.595,3534.614,4876.025,-4492.045,-0.707910,0.340392,-0.101074,0.480685,-0.150330,-0.863911,99.53,Illizi,29
13896.0,1435893.183,4096565.054,5562742.827,3533.033,4871.452,-4498.410,-0.708250,0.340610,-0.101109,0.479806,-0.150585,-0.864355,99.53,Illizi,29
13897.0,1439443.900,4101487.231,5558314.059,3531.453,4866.879,-4504.775,-0.708589,0.340827,-0.101144,0.478927,-0.150839,-0.864799,99.53,Illizi,29
13898.0,1442994.617,4106409.407,5553885.290,3529.873,4862.306,-4511.141,-0.708929,0.341045,-0.101180,0.478047,-0.151093,-0.865241,99.53,Illizi,29
13899.0,1446545.335,4111331.584,5549456.522,3528.293,4857.733,-4517.506,-0.709269,0.341262,-0.101215,0.477167,-0.151347,-0.865682,99.53,Illizi,29
13900.0,1450096.052,4116253.761,5545027.753,3526.713,4853.160,-4523.871,-0.709608,0.341480,-0.101251,0.476287,-0.151601,-0.866123,99.53,Illizi,29
13900.0,1450096.052,4116253.761,5545027.753,3526.713,4853.160,-4523.871,-0.709608,0.341480,-0.101251,0.476287,-0.151601,-0.866123,99.53,Illizi,29
13901.0,1453597.560,4121036.248,5540410.308,3525.013,4848.421,-4530.083,-0.709974,0.341716,-0.101291,0.475347,-0.151872,-0.866591,99.53,Illizi,29
13902.0,1457099.069,4125818.734,5535792.862,3523.313,4843.682,-4536.295,-0.710340,0.341952,-0.101332,0.474407,-0.152142,-0.867059,99.53,Illizi,29
13903.0,1460600.577,4130601.221,5531175.417,3521.612,4838.943,-4542.508,-0.710706,0.342188,-0.101372,0.473467,-0.152413,-0.867525,99.53,Illizi,29
13904.0,1464102.086,4135383.707,5526557.971,3519.912,4834.205,-4548.720,-0.711072,0.342424,-0.101413,0.472526,-0.152683,-0.867991,99.53,Illizi,29
13905.0,1467603.594,4140166.193,5521940.526,3518.212,4829.466,-4554.932,-0.711438,0.342660,-0.101453,0.471584,-0.152953,-0.868455,99.53,Illizi,29
13906.0,1471105.102,4144948.680,5517323.080,3516.512,4824.727,-4561.145,-0.711804,0.342896,-0.101494,0.470642,-0.153223,-0.868918,99.53,Illizi,29
13907.0,1474606.611,4149731.166,5512705.635,3514.812,4819.988,-4567.357,-0.712171,0.343132,-0.101534,0.469699,-0.153492,-0.869381,99.53,Illizi,29
13908.0,1478108.119,4154513.653,5508088.189,3513.112,4815.250,-4573.569,-0.712537,0.343368,-0.101575,0.468755,-0.153762,-0.869842,99.53,Illizi,29
13909.0,1481609.628,4159296.139,5503470.744,3511.411,4810.511,-4579.782,-0.712903,0.343604,-0.101616,0.467811,-0.154031,-0.870303,99.53,Illizi,29
13910.0,1485111.136,4164078.626,5498853.298,3509.711,4805.772,-4585.994,-0.713269,0.343841,-0.101656,0.466867,-0.154300,-0.870762,99.53,Illizi,29
13911.0,1488612.645,4168861.112,5494235.853,3508.011,4801.033,-4592.206,-0.713635,0.344077,-0.101697,0.465922,-0.154569,-0.871221,99.53,Illizi,29
13912.0,1492114.153,4173643.599,5489618.407,3506.311,4796.295,-4598.419,-0.714001,0.344313,-0.101737,0.464976,-0.154838,-0.871678,99.53,Illizi,29
13913.0,1495615.662,4178426.085,5485000.962,3504.611,4791.556,-4604.631,-0.714367,0.344549,-0.101778,0.464030,-0.155107,-0.872134,99.53,Illizi,29
13914.0,1499117.170,4183208.572,5480383.516,3502.911,4786.817,-4610.843,-0.714733,0.344785,-0.101818,0.463083,-0.155375,-0.872590,99.53,Illizi,29
13915.0,1502618.678,4187991.058,5475766.071,3501.210,4782.078,-4617.056,-0.715099,0.345021,-0.101859,0.462135,-0.155643,-0.873044,99.53,Illizi,29
13916.0,1506120.187,4192773.544,5471148.625,3499.510,4777.340,-4623.268,-0.715465,0.345257,-0.101900,0.461188,-0.155911,-0.873497,99.53,Illizi,29
13917.0,1509621.695,4197556.031,5466531.180,3497.810,4772.601,-4629.480,-0.715831,0.345493,-0.101940,0.460239,-0.156179,-0.873950,99.53,Illizi,29
13918.0,1513123.204,4202338.517,5461913.734,3496.110,4767.862,-4635.693,-0.716197,0.345729,-0.101981,0.459290,-0.156447,-0.874401,99.53,Illizi,29
13919.0,1516624.712,4207121.004,5457296.289,3494.410,4763.123,-4641.905,-0.716563,0.345965,-0.102021,0.458341,-0.156714,-0.874851,99.53,Illizi,29
13920.0,1520126.221,4211903.490,5452678.843,3492.710,4758.385,-4648.117,-0.716929,0.346201,-0.102062,0.457391,-0.156982,-0.875300,99.53,Illizi,29
13921.0,1523627.729,4216685.977,5448061.398,3491.010,4753.646,-4654.330,-0.717295,0.346437,-0.102102,0.456440,-0.157249,-0.875748,99.53,Illizi,29
13922.0,1527129.237,4221468.463,5443443.952,3489.309,4748.907,-4660.542,-0.717661,0.346673,-0.102143,0.455489,-0.157516,-0.876195,99.53,Illizi,29
13923.0,1530630.746,4226250.950,5438826.507,3487.609,4744.168,-4666.754,-0.718027,0.346909,-0.102183,0.454538,-0.157783,-0.876641,99.53,Illizi,29
13924.0,1534132.254,4231033.436,5434209.061,3485.909,4739.430,-4672.967,-0.718393,0.347145,-0.102224,0.453585,-0.158049,-0.877086,99.53,Illizi,29
13925.0,1537633.763,4235815.922,5429591.616,3484.209,4734.691,-4679.179,-0.718759,0.347381,-0.102265,0.452633,-0.158316,-0.877530,99.53,Illizi,29
13926.0,1541135.271,4240598.409,5424974.170,3482.509,4729.952,-4685.391,-0.719125,0.347617,-0.102305,0.451680,-0.158582,-0.877973,99.53,Illizi,29
13927.0,1544636.780,4245380.895,5420356.725,3480.809,4725.213,-4691.604,-0.719491,0.347853,-0.102346,0.450726,-0.158848,-0.878415,99.53,Illizi,29
13928.0,1548138.288,4250163.382,5415739.279,3479.108,4720.475,-4697.816,-0.719857,0.348090,-0.102386,0.449772,-0.159113,-0.878856,99.53,Illizi,29
13929.0,1551639.797,4254945.868,5411121.834,3477.408,4715.736,-4704.028,-0.720223,0.348326,-0.102427,0.448817,-0.159379,-0.879296,99.53,Illizi,29
13930.0,1555141.305,4259728.355,5406504.388,3475.708,4710.997,-4710.241,-0.720590,0.348562,-0.102467,0.447862,-0.159644,-0.879735,99.53,Illizi,29
13930.0,1555141.305,4259728.355,5406504.388,3475.708,4710.997,-4710.241,-0.720590,0.348562,-0.102467,0.447862,-0.159644,-0.879735,99.53,Illizi,29
13931.0,1558590.030,4264366.254,5401702.944,3473.890,4706.098,-4716.294,-0.720988,0.348820,-0.102514,0.446834,-0.159930,-0.880206,99.53,Illizi,29
13932.0,1562038.754,4269004.154,5396901.500,3472.071,4701.198,-4722.347,-0.721387,0.349079,-0.102561,0.445805,-0.160216,-0.880675,99.53,Illizi,29
13933.0,1565487.479,4273642.053,5392100.056,3470.253,4696.298,-4728.400,-0.721786,0.349338,-0.102608,0.444775,-0.160502,-0.881144,99.53,Illizi,29
13934.0,1568936.203,4278279.952,5387298.612,3468.434,4691.399,-4734.453,-0.722184,0.349597,-0.102655,0.443745,-0.160787,-0.881611,99.53,Illizi,29
13935.0,1572384.928,4282917.852,5382497.167,3466.616,4686.499,-4740.507,-0.722583,0.349856,-0.102702,0.442714,-0.161072,-0.882077,99.53,Illizi,29
13936.0,1575833.653,4287555.751,5377695.723,3464.797,4681.600,-4746.560,-0.722982,0.350114,-0.102750,0.441682,-0.161357,-0.882542,99.53,Illizi,29
13937.0,1579282.377,4292193.650,5372894.279,3462.979,4676.700,-4752.613,-0.723380,0.350373,-0.102797,0.440650,-0.161642,-0.883006,99.53,Illizi,29
13938.0,1582731.102,4296831.550,5368092.835,3461.160,4671.800,-4758.666,-0.723779,0.350632,-0.102844,0.439617,-0.161926,-0.883469,99.53,Illizi,29
13939.0,1586179.826,4301469.449,5363291.390,3459.342,4666.901,-4764.719,-0.724178,0.350891,-0.102891,0.438583,-0.162210,-0.883930,99.53,Illizi,29
13940.0,1589628.551,4306107.349,5358489.946,3457.523,4662.001,-4770.773,-0.724576,0.351150,-0.102938,0.437549,-0.162494,-0.884390,99.53,Illizi,29
13941.0,1593077.276,4310745.248,5353688.502,3455.705,4657.102,-4776.826,-0.724975,0.351409,-0.102985,0.436514,-0.162778,-0.884849,99.53,Illizi,29
13942.0,1596526.000,4315383.147,5348887.058,3453.886,4652.202,-4782.879,-0.725374,0.351667,-0.103032,0.435479,-0.163062,-0.885307,99.53,Illizi,29
13943.0,1599974.725,4320021.047,5344085.614,3452.068,4647.303,-4788.932,-0.725772,0.351926,-0.103079,0.434443,-0.163345,-0.885764,99.53,Illizi,29
13944.0,1603423.450,4324658.946,5339284.169,3450.249,4642.403,-4794.985,-0.726171,0.352185,-0.103126,0.433407,-0.163628,-0.886219,99.53,Illizi,29
13945.0,1606872.174,4329296.845,5334482.725,3448.431,4637.503,-4801.039,-0.726570,0.352444,-0.103173,0.432370,-0.163911,-0.886673,99.53,Illizi,29
13946.0,1610320.899,4333934.745,5329681.281,3446.613,4632.604,-4807.092,-0.726968,0.352703,-0.103220,0.431332,-0.164194,-0.887126,99.53,Illizi,29
13947.0,1613769.623,4338572.644,5324879.837,3444.794,4627.704,-4813.145,-0.727367,0.352961,-0.103267,0.430294,-0.164476,-0.887578,99.53,Illizi,29
13948.0,1617218.348,4343210.544,5320078.392,3442.976,4622.805,-4819.198,-0.727765,0.353220,-0.103314,0.429255,-0.164759,-0.888029,99.53,Illizi,29
13949.0,1620667.073,4347848.443,5315276.948,3441.157,4617.905,-4825.251,-0.728164,0.353479,-0.103361,0.428215,-0.165041,-0.888478,99.53,Illizi,29
13950.0,1624115.797,4352486.342,5310475.504,3439.339,4613.005,-4831.305,-0.728563,0.353738,-0.103408,0.427175,-0.165323,-0.888926,99.53,Illizi,29
13951.0,1627564.522,4357124.242,5305674.060,3437.520,4608.106,-4837.358,-0.728961,0.353997,-0.103455,0.426135,-0.165604,-0.889373,99.53,Illizi,29
13952.0,1631013.246,4361762.141,5300872.616,3435.702,4603.206,-4843.411,-0.729360,0.354255,-0.103502,0.425093,-0.165885,-0.889819,99.53,Illizi,29
13953.0,1634461.971,4366400.040,5296071.171,3433.883,4598.307,-4849.464,-0.729759,0.354514,-0.103549,0.424052,-0.166167,-0.890263,99.53,Illizi,29
13954.0,1637910.696,4371037.940,5291269.727,3432.065,4593.407,-4855.517,-0.730157,0.354773,-0.103596,0.423009,-0.166447,-0.890707,99.53,Illizi,29
13955.0,1641359.420,4375675.839,5286468.283,3430.246,4588.508,-4861.571,-0.730556,0.355032,-0.103643,0.421967,-0.166728,-0.891149,99.53,Illizi,29
13956.0,1644808.145,4380313.739,5281666.839,3428.428,4583.608,-4867.624,-0.730955,0.355291,-0.103690,0.420923,-0.167009,-0.891589,99.53,Illizi,29
13957.0,1648256.869,4384951.638,5276865.394,3426.609,4578.708,-4873.677,-0.731353,0.355549,-0.103737,0.419879,-0.167289,-0.892029,99.53,Illizi,29
13958.0,1651705.594,4389589.537,5272063.950,3424.791,4573.809,-4879.730,-0.731752,0.355808,-0.103784,0.418835,-0.167569,-0.892467,99.53,Illizi,29
13959.0,1655154.319,4394227.437,5267262.506,3422.972,4568.909,-4885.783,-0.732151,0.356067,-0.103831,0.417790,-0.167848,-0.892905,99.53,Illizi,29
13960.0,1658603.043,4398865.336,5262461.062,3421.154,4564.010,-4891.837,-0.732549,0.356326,-0.103878,0.416744,-0.168128,-0.893340,99.53,Illizi,29
13960.0,1658603.043,4398865.336,5262461.062,3421.154,4564.010,-4891.837,-0.732549,0.356326,-0.103878,0.416744,-0.168128,-0.893340,99.53,Illizi,29
13961.0,1661995.461,4403353.897,5257480.487,3419.219,4558.954,-4897.724,-0.732989,0.356613,-0.103933,0.415606,-0.168433,-0.893813,99.53,Illizi,29
13962.0,1665387.879,4407842.458,5252499.912,3417.284,4553.899,-4903.612,-0.733429,0.356901,-0.103988,0.414467,-0.168737,-0.894284,99.53,Illizi,29
13963.0,1668780.297,4412331.019,5247519.336,3415.349,4548.843,-4909.500,-0.733868,0.357188,-0.104044,0.413328,-0.169041,-0.894754,99.53,Illizi,29
13964.0,1672172.715,4416819.580,5242538.761,3413.414,4543.788,-4915.388,-0.734308,0.357475,-0.104099,0.412187,-0.169345,-0.895223,99.53,Illizi,29
13965.0,1675565.133,4421308.141,5237558.186,3411.479,4538.732,-4921.276,-0.734747,0.357763,-0.104154,0.411046,-0.169649,-0.895690,99.53,Illizi,29
13966.0,1678957.551,4425796.701,5232577.611,3409.544,4533.677,-4927.164,-0.735187,0.358050,-0.104209,0.409905,-0.169952,-0.896155,99.53,Illizi,29
13967.0,1682349.969,4430285.262,5227597.036,3407.609,4528.621,-4933.051,-0.735627,0.358337,-0.104264,0.408762,-0.170255,-0.896620,99.53,Illizi,29
13968.0,1685742.388,4434773.823,5222616.461,3405.674,4523.566,-4938.939,-0.736066,0.358625,-0.104319,0.407619,-0.170558,-0.897082,99.53,Illizi,29
13969.0,1689134.806,4439262.384,5217635.886,3403.739,4518.510,-4944.827,-0.736506,0.358912,-0.104375,0.406475,-0.170861,-0.897544,99.53,Illizi,29
13970.0,1692527.224,4443750.945,5212655.311,3401.804,4513.455,-4950.715,-0.736945,0.359199,-0.104430,0.405331,-0.171163,-0.898003,99.53,Illizi,29
13971.0,1695919.642,4448239.506,5207674.736,3399.869,4508.399,-4956.603,-0.737385,0.359487,-0.104485,0.404186,-0.171465,-0.898462,99.53,Illizi,29
13972.0,1699312.060,4452728.067,5202694.161,3397.934,4503.344,-4962.490,-0.737824,0.359774,-0.104540,0.403040,-0.171767,-0.898919,99.53,Illizi,29
13973.0,1702704.478,4457216.628,5197713.586,3395.999,4498.288,-4968.378,-0.738264,0.360062,-0.104595,0.401893,-0.172069,-0.899374,99.53,Illizi,29
13974.0,1706096.896,4461705.189,5192733.010,3394.064,4493.233,-4974.266,-0.738704,0.360349,-0.104651,0.400746,-0.172370,-0.899828,99.53,Illizi,29
13975.0,1709489.314,4466193.749,5187752.435,3392.129,4488.177,-4980.154,-0.739143,0.360636,-0.104706,0.399598,-0.172671,-0.900281,99.53,Illizi,29
13976.0,1712881.732,4470682.310,5182771.860,3390.194,4483.122,-4986.042,-0.739583,0.360924,-0.104761,0.398450,-0.172972,-0.900732,99.53,Illizi,29
13977.0,1716274.150,4475170.871,5177791.285,3388.259,4478.066,-4991.930,-0.740022,0.361211,-0.104816,0.397301,-0.173272,-0.901182,99.53,Illizi,29
13978.0,1719666.568,4479659.432,5172810.710,3386.324,4473.011,-4997.817,-0.740462,0.361498,-0.104871,0.396151,-0.173572,-0.901630,99.52,Illizi,29
13979.0,1723058.986,4484147.993,5167830.135,3384.389,4467.955,-5003.705,-0.740902,0.361786,-0.104926,0.395001,-0.173872,-0.902077,99.52,Illizi,29
13980.0,1726451.404,4488636.554,5162849.560,3382.454,4462.900,-5009.593,-0.741341,0.362073,-0.104982,0.393850,-0.174172,-0.902522,99.52,Illizi,29
13981.0,1729843.822,4493125.115,5157868.985,3380.519,4457.845,-5015.481,-0.741781,0.362360,-0.105037,0.392698,-0.174471,-0.902966,99.52,Illizi,29
13982.0,1733236.240,4497613.676,5152888.410,3378.584,4452.789,-5021.369,-0.742220,0.362648,-0.105092,0.391546,-0.174770,-0.903409,99.52,Illizi,29
13983.0,1736628.658,4502102.237,5147907.835,3376.649,4447.734,-5027.257,-0.742660,0.362935,-0.105147,0.390393,-0.175069,-0.903850,99.52,Illizi,29
13984.0,1740021.076,4506590.797,5142927.260,3374.714,4442.678,-5033.144,-0.743099,0.363222,-0.105202,0.389240,-0.175367,-0.904289,99.52,Illizi,29
13985.0,1743413.494,4511079.358,5137946.684,3372.779,4437.623,-5039.032,-0.743539,0.363510,-0.105258,0.388086,-0.175665,-0.904727,99.52,Illizi,29
13986.0,1746805.912,4515567.919,5132966.109,3370.844,4432.567,-5044.920,-0.743979,0.363797,-0.105313,0.386931,-0.175963,-0.905164,99.52,Illizi,29
13987.0,1750198.330,4520056.480,5127985.534,3368.909,4427.512,-5050.808,-0.744418,0.364085,-0.105368,0.385776,-0.176260,-0.905599,99.52,Illizi,29
13988.0,1753590.748,4524545.041,5123004.959,3366.974,4422.456,-5056.696,-0.744858,0.364372,-0.105423,0.384620,-0.176558,-0.906032,99.52,Illizi,29
13989.0,1756983.166,4529033.602,5118024.384,3365.039,4417.401,-5062.584,-0.745297,0.364659,-0.105478,0.383464,-0.176855,-0.906464,99.52,Illizi,29
13990.0,1760375.584,4533522.163,5113043.809,3363.104,4412.345,-5068.471,-0.745737,0.364947,-0.105533,0.382307,-0.177151,-0.906895,99.52,Illizi,29
